-183.804, 78.037, 1.545,  1.765
-183.804, 77.986, 1.530,  1.798
-183.804, 77.935, 1.531,  1.831
-183.804, 77.884, 1.548,  1.864
-183.804, 77.831, 1.576,  1.897
-183.804, 77.777, 1.615,  1.930
-183.804, 77.722, 1.662,  1.963
-183.804, 77.665, 1.715,  1.996
-183.804, 77.606, 1.771,  2.029
-183.804, 77.545, 1.828,  2.062
-183.805, 77.482, 1.880,  2.095
-183.805, 77.419, 1.908,  2.128
-183.805, 77.355, 1.916,  2.161
-183.805, 77.291, 1.905,  2.194
-183.805, 77.229, 1.881,  2.227
-183.805, 77.167, 1.847,  2.260
-183.805, 77.107, 1.807,  2.293
-183.805, 77.049, 1.743,  2.326
-183.806, 76.992, 1.699,  2.359
-183.806, 76.937, 1.672,  2.392
-183.806, 76.882, 1.659,  2.425
-183.806, 76.827, 1.662,  2.458
-183.806, 76.771, 1.680,  2.491
-183.806, 76.714, 1.709,  2.524
-183.806, 76.656, 1.747,  2.557
-183.806, 76.596, 1.793,  2.590
-183.807, 76.534, 1.844,  2.623
-183.807, 76.471, 1.899,  2.656
-183.807, 76.406, 1.955,  2.689
-183.807, 76.339, 2.004,  2.722
-183.807, 76.271, 2.027,  2.755
-183.807, 76.204, 2.027,  2.788
-183.807, 76.137, 2.009,  2.821
-183.808, 76.071, 1.980,  2.854
-183.808, 76.006, 1.941,  2.887
-183.808, 75.944, 1.879,  2.920
-183.808, 75.883, 1.835,  2.953
-183.808, 75.822, 1.814,  2.986
-183.808, 75.762, 1.804,  3.019
-183.808, 75.702, 1.809,  3.052
-183.808, 75.642, 1.826,  3.085
-183.808, 75.580, 1.855,  3.118
-183.809, 75.517, 1.893,  3.151
-183.809, 75.452, 1.937,  3.184
-183.809, 75.386, 1.985,  3.217
-183.809, 75.318, 2.038,  3.250
-183.809, 75.249, 2.085,  3.283
-183.809, 75.178, 2.104,  3.316
-183.809, 75.108, 2.098,  3.349
-183.810, 75.039, 2.077,  3.382
-183.810, 74.971, 2.044,  3.415
-183.810, 74.905, 1.988,  3.448
-183.810, 74.840, 1.946,  3.481
-183.810, 74.776, 1.928,  3.514
-183.810, 74.712, 1.926,  3.547
-183.810, 74.648, 1.932,  3.580
-183.811, 74.583, 1.951,  3.613
-183.811, 74.517, 1.980,  3.646
-183.811, 74.450, 2.017,  3.679
-183.811, 74.381, 2.060,  3.712
-183.811, 74.311, 2.109,  3.745
-183.811, 74.239, 2.160,  3.778
-183.811, 74.165, 2.202,  3.811
-183.812, 74.091, 2.215,  3.844
-183.812, 74.018, 2.203,  3.877
-183.812, 73.945, 2.177,  3.910
-183.812, 73.874, 2.139,  3.943
-183.812, 73.805, 2.078,  3.976
-183.812, 73.737, 2.033,  4.009
-183.813, 73.670, 2.011,  4.042
-183.813, 73.604, 2.011,  4.075
-183.813, 73.536, 2.019,  4.108
-183.813, 73.468, 2.038,  4.141
-183.813, 73.400, 2.067,  4.174
-183.813, 73.330, 2.105,  4.207
-183.813, 73.258, 2.151,  4.240
-183.814, 73.185, 2.199,  4.273
-183.814, 73.110, 2.248,  4.306
-183.814, 73.033, 2.288,  4.339
-183.814, 72.957, 2.299,  4.372
-183.814, 72.880, 2.285,  4.405
-183.814, 72.805, 2.256,  4.438
-183.815, 72.731, 2.205,  4.471
-183.815, 72.659, 2.164,  4.504
-183.815, 72.588, 2.145,  4.537
-183.815, 72.517, 2.147,  4.570
-183.815, 72.445, 2.163,  4.603
-183.815, 72.372, 2.188,  4.636
-183.816, 72.298, 2.218,  4.669
-183.816, 72.223, 2.253,  4.702
-183.816, 72.147, 2.293,  4.735
-183.816, 72.069, 2.334,  4.768
-183.816, 71.990, 2.376,  4.801
-183.816, 71.910, 2.409,  4.834
-183.816, 71.829, 2.414,  4.867
-183.817, 71.749, 2.396,  4.900
-183.817, 71.670, 2.363,  4.933
-183.817, 71.593, 2.308,  4.966
-183.817, 71.518, 2.263,  4.999
-183.817, 71.444, 2.240,  5.032
-183.817, 71.369, 2.239,  5.065
-183.818, 71.294, 2.253,  5.098
-183.818, 71.219, 2.278,  5.131
-183.818, 71.142, 2.310,  5.164
-183.818, 71.064, 2.346,  5.197
-183.818, 70.984, 2.385,  5.230
-183.818, 70.903, 2.424,  5.263
-183.818, 70.821, 2.464,  5.296
-183.819, 70.738, 2.504,  5.329
-183.819, 70.653, 2.535,  5.362
-183.819, 70.569, 2.538,  5.395
-183.819, 70.485, 2.518,  5.428
-183.819, 70.402, 2.482,  5.461
-183.819, 70.321, 2.424,  5.494
-183.820, 70.242, 2.377,  5.527
-183.820, 70.164, 2.350,  5.560
-183.820, 70.086, 2.346,  5.593
-183.820, 70.007, 2.358,  5.626
-183.820, 69.928, 2.381,  5.659
-183.820, 69.848, 2.412,  5.692
-183.821, 69.766, 2.447,  5.725
-183.821, 69.684, 2.485,  5.758
-183.821, 69.599, 2.524,  5.791
-183.821, 69.514, 2.564,  5.824
-183.821, 69.427, 2.603,  5.857
-183.821, 69.339, 2.641,  5.890
-183.821, 69.250, 2.671,  5.923
-183.822, 69.161, 2.674,  5.956
-183.822, 69.073, 2.652,  5.989
-183.822, 68.985, 2.613,  6.022
-183.822, 68.900, 2.553,  6.055
-183.822, 68.817, 2.503,  6.088
-183.822, 68.735, 2.473,  6.121
-183.823, 68.653, 2.466,  6.154
-183.823, 68.571, 2.475,  6.187
-183.823, 68.488, 2.496,  6.220
-183.823, 68.403, 2.525,  6.253
-183.823, 68.318, 2.559,  6.286
-183.823, 68.232, 2.597,  6.319
-183.823, 68.144, 2.636,  6.352
-183.824, 68.055, 2.675,  6.385
-183.824, 67.964, 2.715,  6.418
-183.824, 67.872, 2.753,  6.451
-183.824, 67.780, 2.791,  6.484
-183.824, 67.686, 2.819,  6.517
-183.824, 67.591, 2.820,  6.550
-183.825, 67.498, 2.796,  6.583
-183.825, 67.406, 2.750,  6.616
-183.825, 67.316, 2.707,  6.649
-183.825, 67.227, 2.682,  6.682
-183.825, 67.138, 2.675,  6.715
-183.825, 67.049, 2.682,  6.748
-183.825, 66.959, 2.700,  6.781
-183.826, 66.869, 2.724,  6.814
-183.826, 66.777, 2.753,  6.847
-183.826, 66.684, 2.785,  6.880
-183.826, 66.590, 2.819,  6.913
-183.826, 66.495, 2.853,  6.946
-183.826, 66.399, 2.888,  6.979
-183.827, 66.302, 2.922,  7.012
-183.827, 66.203, 2.955,  7.045
-183.827, 66.104, 2.980,  7.078
-183.827, 66.005, 2.977,  7.111
-183.827, 65.906, 2.950,  7.144
-183.827, 65.810, 2.900,  7.177
-183.827, 65.715, 2.854,  7.210
-183.828, 65.621, 2.824,  7.243
-183.828, 65.527, 2.813,  7.276
-183.828, 65.433, 2.818,  7.309
-183.828, 65.339, 2.833,  7.342
-183.828, 65.244, 2.855,  7.375
-183.828, 65.148, 2.883,  7.408
-183.829, 65.051, 2.914,  7.441
-183.829, 64.953, 2.947,  7.474
-183.829, 64.853, 2.981,  7.507
-183.829, 64.753, 3.015,  7.540
-183.829, 64.651, 3.050,  7.573
-183.829, 64.549, 3.083,  7.606
-183.830, 64.445, 3.115,  7.639
-183.830, 64.340, 3.146,  7.672
-183.830, 64.235, 3.168,  7.705
-183.830, 64.129, 3.163,  7.738
-183.830, 64.025, 3.132,  7.771
-183.830, 63.922, 3.080,  7.804
-183.830, 63.821, 3.030,  7.837
-183.831, 63.721, 2.996,  7.870
-183.831, 63.622, 2.982,  7.903
-183.831, 63.523, 2.983,  7.936
-183.831, 63.423, 2.994,  7.969
-183.831, 63.323, 3.014,  8.002
-183.831, 63.222, 3.040,  8.035
-183.831, 63.119, 3.070,  8.068
-183.832, 63.016, 3.102,  8.101
-183.832, 62.912, 3.135,  8.134
-183.832, 62.806, 3.170,  8.167
-183.832, 62.699, 3.204,  8.200
-183.832, 62.591, 3.237,  8.233
-183.832, 62.482, 3.270,  8.266
-183.832, 62.373, 3.301,  8.299
-183.833, 62.262, 3.331,  8.332
-183.833, 62.150, 3.359,  8.365
-183.833, 62.037, 3.379,  8.398
-183.833, 61.925, 3.371,  8.431
-183.833, 61.814, 3.337,  8.464
-183.833, 61.704, 3.282,  8.497
-183.833, 61.597, 3.229,  8.530
-183.834, 61.491, 3.191,  8.563
-183.834, 61.385, 3.172,  8.596
-183.834, 61.280, 3.169,  8.629
-183.834, 61.174, 3.178,  8.662
-183.834, 61.067, 3.196,  8.695
-183.834, 60.960, 3.220,  8.728
-183.834, 60.852, 3.248,  8.761
-183.834, 60.743, 3.280,  8.794
-183.835, 60.632, 3.313,  8.827
-183.835, 60.521, 3.347,  8.860
-183.835, 60.408, 3.382,  8.893
-183.835, 60.294, 3.416,  8.926
-183.835, 60.179, 3.449,  8.959
-183.835, 60.063, 3.481,  8.992
-183.835, 59.946, 3.512,  9.025
-183.835, 59.828, 3.542,  9.058
-183.835, 59.709, 3.570,  9.091
-183.836, 59.590, 3.596,  9.124
-183.836, 59.469, 3.621,  9.157
-183.836, 59.348, 3.637,  9.190
-183.836, 59.227, 3.626,  9.223
-183.836, 59.108, 3.589,  9.256
-183.836, 58.989, 3.547,  9.289
-183.836, 58.872, 3.515,  9.322
-183.836, 58.756, 3.498,  9.355
-183.837, 58.640, 3.494,  9.388
-183.837, 58.523, 3.499,  9.421
-183.837, 58.406, 3.512,  9.454
-183.837, 58.289, 3.530,  9.487
-183.837, 58.171, 3.552,  9.520
-183.837, 58.051, 3.577,  9.553
-183.837, 57.931, 3.603,  9.586
-183.837, 57.810, 3.631,  9.619
-183.837, 57.688, 3.659,  9.652
-183.838, 57.565, 3.688,  9.685
-183.838, 57.442, 3.716,  9.718
-183.838, 57.317, 3.743,  9.751
-183.838, 57.191, 3.770,  9.784
-183.838, 57.065, 3.796,  9.817
-183.838, 56.938, 3.820,  9.850
-183.838, 56.810, 3.843,  9.883
-183.838, 56.681, 3.866,  9.916
-183.838, 56.552, 3.886,  9.949
-183.839, 56.422, 3.906,  9.982
-183.839, 56.291, 3.925, 10.015
-183.839, 56.160, 3.942, 10.048
-183.839, 56.028, 3.958, 10.081
-183.839, 55.896, 3.974, 10.114
-183.839, 55.763, 3.989, 10.147
-183.839, 55.630, 4.003, 10.180
-183.839, 55.496, 4.016, 10.213
-183.840, 55.362, 4.029, 10.246
-183.840, 55.227, 4.041, 10.279
-183.840, 55.092, 4.053, 10.312
-183.840, 54.957, 4.064, 10.345
-183.840, 54.821, 4.075, 10.378
-183.840, 54.685, 4.086, 10.411
-183.840, 54.549, 4.097, 10.444
-183.840, 54.412, 4.107, 10.477
-183.840, 54.275, 4.118, 10.510
-183.840, 54.137, 4.128, 10.543
-183.840, 54.000, 4.138, 10.576
-183.840, 53.861, 4.149, 10.609
-183.840, 53.723, 4.159, 10.642
-183.841, 53.584, 4.169, 10.675
-183.841, 53.445, 4.179, 10.708
-183.841, 53.305, 4.190, 10.741
-183.841, 53.165, 4.200, 10.774
-183.841, 53.025, 4.210, 10.807
-183.841, 52.885, 4.221, 10.840
-183.841, 52.744, 4.231, 10.873
-183.841, 52.602, 4.242, 10.906
-183.841, 52.461, 4.253, 10.939
-183.841, 52.319, 4.263, 10.972
-183.841, 52.176, 4.274, 11.005
-183.841, 52.033, 4.285, 11.038
-183.841, 51.890, 4.296, 11.071
-183.842, 51.747, 4.307, 11.104
-183.842, 51.603, 4.317, 11.137
-183.842, 51.459, 4.328, 11.170
-183.842, 51.314, 4.340, 11.203
-183.842, 51.169, 4.351, 11.236
-183.842, 51.024, 4.362, 11.269
-183.842, 50.878, 4.373, 11.302
-183.842, 50.732, 4.384, 11.335
-183.842, 50.586, 4.396, 11.368
-183.842, 50.439, 4.407, 11.401
-183.842, 50.292, 4.418, 11.434
-183.842, 50.144, 4.430, 11.467
-183.842, 49.996, 4.441, 11.500
-183.842, 49.848, 4.453, 11.533
-183.842, 49.699, 4.464, 11.566
-183.842, 49.550, 4.476, 11.599
-183.842, 49.401, 4.487, 11.632
-183.842, 49.251, 4.499, 11.665
-183.842, 49.101, 4.511, 11.698
-183.842, 48.950, 4.522, 11.731
-183.842, 48.799, 4.534, 11.764
-183.842, 48.648, 4.546, 11.797
-183.842, 48.496, 4.558, 11.830
-183.843, 48.343, 4.570, 11.863
-183.843, 48.191, 4.582, 11.896
-183.843, 48.038, 4.594, 11.929
-183.843, 47.884, 4.606, 11.962
-183.843, 47.731, 4.618, 11.995
-183.843, 47.576, 4.630, 12.028
-183.843, 47.422, 4.642, 12.061
-183.843, 47.267, 4.654, 12.094
-183.843, 47.111, 4.666, 12.127
-183.843, 46.955, 4.678, 12.160
-183.843, 46.799, 4.691, 12.193
-183.843, 46.643, 4.703, 12.226
-183.843, 46.485, 4.715, 12.259
-183.843, 46.328, 4.728, 12.292
-183.843, 46.170, 4.740, 12.325
-183.843, 46.012, 4.752, 12.358
-183.843, 45.853, 4.765, 12.391
-183.843, 45.694, 4.778, 12.424
-183.843, 45.534, 4.790, 12.457
-183.843, 45.374, 4.803, 12.490
-183.843, 45.214, 4.815, 12.523
-183.843, 45.053, 4.828, 12.556
-183.843, 44.892, 4.841, 12.589
-183.843, 44.730, 4.854, 12.622
-183.843, 44.568, 4.866, 12.655
-183.843, 44.405, 4.879, 12.688
-183.843, 44.243, 4.892, 12.721
-183.843, 44.079, 4.905, 12.754
-183.843, 43.915, 4.918, 12.787
-183.843, 43.751, 4.931, 12.820
-183.843, 43.586, 4.944, 12.853
-183.843, 43.421, 4.957, 12.886
-183.843, 43.256, 4.971, 12.919
-183.843, 43.090, 4.984, 12.952
-183.843, 42.923, 4.997, 12.985
-183.843, 42.756, 5.010, 13.018
-183.843, 42.589, 5.024, 13.051
-183.843, 42.421, 5.037, 13.084
-183.843, 42.253, 5.051, 13.117
-183.843, 42.084, 5.064, 13.150
-183.843, 41.915, 5.078, 13.183
-183.842, 41.745, 5.090, 13.216
-183.842, 41.576, 5.092, 13.249
-183.842, 41.407, 5.074, 13.282
-183.842, 41.238, 5.054, 13.315
-183.842, 41.070, 5.038, 13.348
-183.842, 40.903, 5.026, 13.381
-183.842, 40.736, 5.016, 13.414
-183.842, 40.569, 5.009, 13.447
-183.842, 40.402, 5.006, 13.480
-183.842, 40.235, 5.006, 13.513
-183.842, 40.068, 5.008, 13.546
-183.842, 39.901, 5.014, 13.579
-183.842, 39.734, 5.022, 13.612
-183.842, 39.566, 5.033, 13.645
-183.842, 39.398, 5.046, 13.678
-183.842, 39.229, 5.062, 13.711
-183.842, 39.060, 5.079, 13.744
-183.842, 38.890, 5.098, 13.777
-183.841, 38.719, 5.119, 13.810
-183.841, 38.548, 5.141, 13.843
-183.841, 38.376, 5.164, 13.876
-183.841, 38.203, 5.188, 13.909
-183.841, 38.029, 5.212, 13.942
-183.841, 37.855, 5.238, 13.975
-183.841, 37.680, 5.263, 14.008
-183.841, 37.503, 5.289, 14.041
-183.841, 37.326, 5.315, 14.074
-183.841, 37.149, 5.341, 14.107
-183.841, 36.970, 5.366, 14.140
-183.841, 36.790, 5.391, 14.173
-183.840, 36.610, 5.416, 14.206
-183.840, 36.429, 5.440, 14.239
-183.840, 36.247, 5.464, 14.272
-183.840, 36.064, 5.487, 14.305
-183.840, 35.881, 5.509, 14.338
-183.840, 35.697, 5.531, 14.371
-183.840, 35.512, 5.552, 14.404
-183.840, 35.326, 5.573, 14.437
-183.839, 35.140, 5.593, 14.470
-183.839, 34.953, 5.612, 14.503
-183.839, 34.766, 5.631, 14.536
-183.839, 34.578, 5.649, 14.569
-183.839, 34.389, 5.667, 14.602
-183.839, 34.200, 5.684, 14.635
-183.839, 34.010, 5.701, 14.668
-183.839, 33.819, 5.718, 14.701
-183.838, 33.628, 5.734, 14.734
-183.838, 33.437, 5.750, 14.767
-183.838, 33.245, 5.766, 14.800
-183.838, 33.052, 5.782, 14.833
-183.838, 32.859, 5.797, 14.866
-183.838, 32.666, 5.812, 14.899
-183.837, 32.472, 5.828, 14.932
-183.837, 32.277, 5.843, 14.965
-183.837, 32.082, 5.858, 14.998
-183.837, 31.887, 5.874, 15.031
-183.837, 31.690, 5.889, 15.064
-183.837, 31.494, 5.905, 15.097
-183.836, 31.297, 5.920, 15.130
-183.836, 31.099, 5.936, 15.163
-183.836, 30.901, 5.952, 15.196
-183.836, 30.702, 5.968, 15.229
-183.836, 30.503, 5.984, 15.262
-183.836, 30.303, 6.000, 15.295
-183.835, 30.103, 6.017, 15.328
-183.835, 29.902, 6.033, 15.361
-183.835, 29.700, 6.050, 15.394
-183.835, 29.498, 6.067, 15.427
-183.835, 29.296, 6.084, 15.460
-183.834, 29.092, 6.102, 15.493
-183.834, 28.889, 6.119, 15.526
-183.834, 28.684, 6.137, 15.559
-183.834, 28.479, 6.154, 15.592
-183.833, 28.274, 6.172, 15.625
-183.833, 28.068, 6.190, 15.658
-183.833, 27.861, 6.208, 15.691
-183.833, 27.653, 6.226, 15.724
-183.832, 27.446, 6.245, 15.757
-183.832, 27.237, 6.263, 15.790
-183.832, 27.028, 6.282, 15.823
-183.832, 26.818, 6.300, 15.856
-183.831, 26.608, 6.319, 15.889
-183.831, 26.397, 6.338, 15.922
-183.831, 26.185, 6.356, 15.955
-183.831, 25.973, 6.375, 15.988
-183.830, 25.760, 6.394, 16.021
-183.830, 25.546, 6.413, 16.054
-183.830, 25.332, 6.432, 16.087
-183.829, 25.117, 6.451, 16.120
-183.829, 24.902, 6.470, 16.153
-183.829, 24.686, 6.489, 16.186
-183.829, 24.469, 6.509, 16.219
-183.828, 24.251, 6.528, 16.252
-183.828, 24.033, 6.547, 16.285
-183.828, 23.815, 6.566, 16.318
-183.827, 23.595, 6.586, 16.351
-183.827, 23.375, 6.605, 16.384
-183.827, 23.155, 6.625, 16.417
-183.826, 22.934, 6.644, 16.450
-183.826, 22.712, 6.664, 16.483
-183.826, 22.489, 6.683, 16.516
-183.825, 22.266, 6.703, 16.549
-183.825, 22.042, 6.723, 16.582
-183.825, 21.817, 6.743, 16.615
-183.824, 21.592, 6.763, 16.648
-183.824, 21.366, 6.783, 16.681
-183.824, 21.140, 6.803, 16.714
-183.823, 20.913, 6.822, 16.747
-183.823, 20.685, 6.842, 16.780
-183.823, 20.456, 6.862, 16.813
-183.822, 20.227, 6.881, 16.846
-183.822, 19.997, 6.901, 16.879
-183.821, 19.767, 6.921, 16.912
-183.821, 19.536, 6.940, 16.945
-183.821, 19.304, 6.960, 16.978
-183.820, 19.072, 6.979, 17.011
-183.820, 18.838, 6.999, 17.044
-183.820, 18.605, 7.019, 17.077
-183.819, 18.370, 7.038, 17.110
-183.819, 18.135, 7.058, 17.143
-183.818, 17.900, 7.078, 17.176
-183.818, 17.663, 7.098, 17.209
-183.817, 17.426, 7.118, 17.242
-183.817, 17.188, 7.138, 17.275
-183.817, 16.950, 7.159, 17.308
-183.816, 16.711, 7.179, 17.341
-183.816, 16.471, 7.199, 17.374
-183.815, 16.231, 7.220, 17.407
-183.815, 15.989, 7.240, 17.440
-183.814, 15.748, 7.261, 17.473
-183.814, 15.505, 7.282, 17.506
-183.813, 15.262, 7.303, 17.539
-183.813, 15.018, 7.324, 17.572
-183.812, 14.773, 7.345, 17.605
-183.812, 14.528, 7.366, 17.638
-183.811, 14.282, 7.387, 17.671
-183.811, 14.035, 7.408, 17.704
-183.810, 13.788, 7.430, 17.737
-183.810, 13.540, 7.451, 17.770
-183.809, 13.291, 7.473, 17.803
-183.809, 13.041, 7.494, 17.836
-183.808, 12.791, 7.516, 17.869
-183.808, 12.540, 7.538, 17.902
-183.807, 12.288, 7.559, 17.935
-183.807, 12.035, 7.581, 17.968
-183.806, 11.782, 7.603, 18.001
-183.806, 11.528, 7.625, 18.034
-183.805, 11.273, 7.647, 18.067
-183.805, 11.018, 7.668, 18.100
-183.804, 10.762, 7.690, 18.133
-183.804, 10.505, 7.712, 18.166
-183.803, 10.247, 7.734, 18.199
-183.802, 9.989, 7.756, 18.232
-183.802, 9.730, 7.778, 18.265
-183.801, 9.470, 7.800, 18.298
-183.801, 9.210, 7.822, 18.331
-183.800, 8.948, 7.844, 18.364
-183.799, 8.686, 7.866, 18.397
-183.799, 8.423, 7.889, 18.430
-183.798, 8.160, 7.911, 18.463
-183.798, 7.896, 7.933, 18.496
-183.797, 7.631, 7.956, 18.529
-183.796, 7.365, 7.978, 18.562
-183.796, 7.098, 8.001, 18.595
-183.795, 6.831, 8.024, 18.628
-183.794, 6.563, 8.047, 18.661
-183.794, 6.294, 8.069, 18.694
-183.793, 6.025, 8.092, 18.727
-183.792, 5.754, 8.116, 18.760
-183.792, 5.483, 8.139, 18.793
-183.791, 5.211, 8.162, 18.826
-183.790, 4.939, 8.186, 18.859
-183.790, 4.665, 8.209, 18.892
-183.789, 4.391, 8.233, 18.925
-183.788, 4.116, 8.257, 18.958
-183.788, 3.840, 8.280, 18.991
-183.787, 3.564, 8.304, 19.024
-183.786, 3.286, 8.328, 19.057
-183.785, 3.008, 8.352, 19.090
-183.785, 2.729, 8.376, 19.123
-183.784, 2.449, 8.401, 19.156
-183.783, 2.168, 8.425, 19.189
-183.782, 1.887, 8.449, 19.222
-183.782, 1.605, 8.474, 19.255
-183.781, 1.322, 8.499, 19.288
-183.780, 1.038, 8.523, 19.321
-183.779, 0.753, 8.548, 19.354
-183.779, 0.467, 8.573, 19.387
-183.778, 0.181, 8.598, 19.420
-183.777, -0.106, 8.623, 19.453
-183.776, -0.394, 8.648, 19.486
-183.775, -0.683, 8.673, 19.519
-183.775, -0.973, 8.698, 19.552
-183.774, -1.263, 8.723, 19.585
-183.773, -1.555, 8.749, 19.618
-183.772, -1.847, 8.774, 19.651
-183.771, -2.140, 8.800, 19.684
-183.770, -2.434, 8.826, 19.717
-183.769, -2.729, 8.851, 19.750
-183.769, -3.025, 8.877, 19.783
-183.768, -3.321, 8.903, 19.816
-183.767, -3.619, 8.929, 19.849
-183.766, -3.917, 8.955, 19.882
-183.765, -4.216, 8.981, 19.915
-183.764, -4.516, 9.007, 19.948
-183.763, -4.817, 9.033, 19.981
-183.762, -5.119, 9.060, 20.014
-183.761, -5.422, 9.086, 20.047
-183.760, -5.725, 9.113, 20.080
-183.759, -6.030, 9.139, 20.113
-183.759, -6.335, 9.166, 20.146
-183.758, -6.641, 9.193, 20.179
-183.757, -6.948, 9.219, 20.212
-183.756, -7.256, 9.246, 20.245
-183.755, -7.565, 9.273, 20.278
-183.754, -7.875, 9.300, 20.311
-183.753, -8.186, 9.327, 20.344
-183.752, -8.497, 9.355, 20.377
-183.751, -8.810, 9.382, 20.410
-183.750, -9.123, 9.409, 20.443
-183.749, -9.437, 9.437, 20.476
-183.748, -9.753, 9.464, 20.509
-183.747, -10.069, 9.492, 20.542
-183.745, -10.386, 9.520, 20.575
-183.744, -10.704, 9.548, 20.608
-183.743, -11.023, 9.576, 20.641
-183.742, -11.343, 9.604, 20.674
-183.741, -11.664, 9.632, 20.707
-183.740, -11.985, 9.660, 20.740
-183.739, -12.308, 9.688, 20.773
-183.738, -12.632, 9.716, 20.806
-183.737, -12.956, 9.745, 20.839
-183.736, -13.282, 9.773, 20.872
-183.734, -13.608, 9.802, 20.905
-183.733, -13.936, 9.831, 20.938
-183.732, -14.264, 9.859, 20.971
-183.731, -14.594, 9.888, 21.004
-183.730, -14.924, 9.917, 21.037
-183.729, -15.255, 9.946, 21.070
-183.727, -15.588, 9.975, 21.103
-183.726, -15.921, 10.005, 21.136
-183.725, -16.255, 10.034, 21.169
-183.724, -16.590, 10.063, 21.202
-183.723, -16.927, 10.093, 21.235
-183.721, -17.264, 10.122, 21.268
-183.720, -17.602, 10.152, 21.301
-183.719, -17.941, 10.182, 21.334
-183.718, -18.281, 10.212, 21.367
-183.716, -18.622, 10.241, 21.400
-183.715, -18.964, 10.271, 21.433
-183.714, -19.308, 10.302, 21.466
-183.712, -19.652, 10.332, 21.499
-183.711, -19.997, 10.362, 21.532
-183.710, -20.343, 10.392, 21.565
-183.708, -20.690, 10.423, 21.598
-183.707, -21.038, 10.453, 21.631
-183.706, -21.388, 10.484, 21.664
-183.704, -21.738, 10.515, 21.697
-183.703, -22.089, 10.545, 21.730
-183.702, -22.441, 10.576, 21.763
-183.700, -22.795, 10.607, 21.796
-183.699, -23.149, 10.638, 21.829
-183.697, -23.505, 10.670, 21.862
-183.696, -23.861, 10.701, 21.895
-183.695, -24.219, 10.732, 21.928
-183.693, -24.577, 10.764, 21.961
-183.692, -24.937, 10.795, 21.994
-183.690, -25.297, 10.827, 22.027
-183.689, -25.659, 10.858, 22.060
-183.687, -26.022, 10.890, 22.093
-183.686, -26.386, 10.922, 22.126
-183.684, -26.750, 10.954, 22.159
-183.683, -27.116, 10.986, 22.192
-183.681, -27.483, 11.018, 22.225
-183.680, -27.851, 11.051, 22.258
-183.678, -28.221, 11.083, 22.291
-183.677, -28.591, 11.115, 22.324
-183.675, -28.962, 11.148, 22.357
-183.673, -29.335, 11.181, 22.390
-183.672, -29.708, 11.213, 22.423
-183.670, -30.083, 11.246, 22.456
-183.669, -30.458, 11.279, 22.489
-183.667, -30.835, 11.312, 22.522
-183.665, -31.213, 11.345, 22.555
-183.664, -31.592, 11.378, 22.588
-183.662, -31.972, 11.412, 22.621
-183.660, -32.354, 11.445, 22.654
-183.659, -32.736, 11.479, 22.687
-183.657, -33.119, 11.512, 22.720
-183.655, -33.504, 11.546, 22.753
-183.653, -33.890, 11.580, 22.786
-183.652, -34.277, 11.614, 22.819
-183.650, -34.665, 11.648, 22.852
-183.648, -35.054, 11.683, 22.885
-183.646, -35.444, 11.717, 22.918
-183.645, -35.835, 11.752, 22.951
-183.643, -36.228, 11.787, 22.984
-183.641, -36.622, 11.822, 23.017
-183.639, -37.017, 11.857, 23.050
